model,source_family,target_family,adaptation_seed_count,adaptation_seeds,evaluation_seeds,features_used,source_runs,adaptation_runs,evaluation_runs,train_windows,test_windows,accuracy,precision,recall,f1,fpr,tp,tn,fp,fn
cart,sinkhole,sybil,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,sinkhole,wormhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,sinkhole,wormhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.8889,0.875,0.7,0.7778,0.0385,14,50,2,6
cart,sinkhole,wormhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.8519,0.8182,0.6,0.6923,0.0513,9,37,2,6
cart,sinkhole,wormhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,0.8333,0.6667,0.8,0.7273,0.1538,8,22,4,2
cart,sinkhole,worst_parent,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,sinkhole,worst_parent,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,sinkhole,worst_parent,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,sinkhole,worst_parent,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,sybil,blackhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,sybil,blackhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,sybil,blackhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,sybil,blackhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,sybil,dio_suppression,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,sybil,dio_suppression,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.7222,0.0,0.0,0.0,0.0,0,52,0,20
cart,sybil,dio_suppression,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.7222,0.0,0.0,0.0,0.0,0,39,0,15
cart,sybil,dio_suppression,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,0.7222,0.0,0.0,0.0,0.0,0,26,0,10
cart,sybil,dis_flood,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,1.0,1.0,1.0,1.0,0.0,25,65,0,0
cart,sybil,dis_flood,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,sybil,dis_flood,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,sybil,dis_flood,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,sybil,grayhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,sybil,grayhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.9444,1.0,0.8,0.8889,0.0,16,52,0,4
cart,sybil,grayhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.9815,1.0,0.9333,0.9655,0.0,14,39,0,1
cart,sybil,grayhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,sybil,increase_rank,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,sybil,increase_rank,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.875,1.0,0.55,0.7097,0.0,11,52,0,9
cart,sybil,increase_rank,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.8889,1.0,0.6,0.75,0.0,9,39,0,6
cart,sybil,increase_rank,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,0.9167,1.0,0.7,0.8235,0.0,7,26,0,3
cart,sybil,sinkhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,sybil,sinkhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,sybil,sinkhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,sybil,sinkhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,sybil,wormhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,sybil,wormhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,sybil,wormhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,sybil,wormhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,sybil,worst_parent,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,1.0,1.0,1.0,1.0,0.0,25,65,0,0
cart,sybil,worst_parent,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,sybil,worst_parent,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,sybil,worst_parent,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,wormhole,blackhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.3889,0.3125,1.0,0.4762,0.8462,25,10,55,0
cart,wormhole,blackhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,wormhole,blackhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.8704,1.0,0.5333,0.6957,0.0,8,39,0,7
cart,wormhole,blackhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,0.9722,1.0,0.9,0.9474,0.0,9,26,0,1
cart,wormhole,dio_suppression,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.3889,0.3125,1.0,0.4762,0.8462,25,10,55,0
cart,wormhole,dio_suppression,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.7778,0.5909,0.65,0.619,0.1731,13,43,9,7
cart,wormhole,dio_suppression,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.7963,0.5769,1.0,0.7317,0.2821,15,28,11,0
cart,wormhole,dio_suppression,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,0.8056,0.5882,1.0,0.7407,0.2692,10,19,7,0
cart,wormhole,dis_flood,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.3889,0.3125,1.0,0.4762,0.8462,25,10,55,0
cart,wormhole,dis_flood,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,wormhole,dis_flood,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,wormhole,dis_flood,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,wormhole,grayhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.3889,0.3125,1.0,0.4762,0.8462,25,10,55,0
cart,wormhole,grayhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.9583,1.0,0.85,0.9189,0.0,17,52,0,3
cart,wormhole,grayhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.9444,1.0,0.8,0.8889,0.0,12,39,0,3
cart,wormhole,grayhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,wormhole,increase_rank,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.3889,0.3125,1.0,0.4762,0.8462,25,10,55,0
cart,wormhole,increase_rank,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.8056,0.625,0.75,0.6818,0.1731,15,43,9,5
cart,wormhole,increase_rank,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.8519,0.6667,0.9333,0.7778,0.1795,14,32,7,1
cart,wormhole,increase_rank,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,0.8611,0.6667,1.0,0.8,0.1923,10,21,5,0
cart,wormhole,sinkhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.3889,0.3125,1.0,0.4762,0.8462,25,10,55,0
cart,wormhole,sinkhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,wormhole,sinkhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,wormhole,sinkhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,wormhole,sybil,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.3889,0.3125,1.0,0.4762,0.8462,25,10,55,0
cart,wormhole,sybil,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,wormhole,sybil,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,wormhole,sybil,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,wormhole,worst_parent,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.3889,0.3125,1.0,0.4762,0.8462,25,10,55,0
cart,wormhole,worst_parent,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,wormhole,worst_parent,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,wormhole,worst_parent,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,worst_parent,blackhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,worst_parent,blackhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,worst_parent,blackhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,worst_parent,blackhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,worst_parent,dio_suppression,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,worst_parent,dio_suppression,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.7222,0.0,0.0,0.0,0.0,0,52,0,20
cart,worst_parent,dio_suppression,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.7222,0.0,0.0,0.0,0.0,0,39,0,15
cart,worst_parent,dio_suppression,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,0.7222,0.0,0.0,0.0,0.0,0,26,0,10
cart,worst_parent,dis_flood,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,worst_parent,dis_flood,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,worst_parent,dis_flood,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,worst_parent,dis_flood,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,worst_parent,grayhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,worst_parent,grayhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.9444,1.0,0.8,0.8889,0.0,16,52,0,4
cart,worst_parent,grayhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.9815,1.0,0.9333,0.9655,0.0,14,39,0,1
cart,worst_parent,grayhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,worst_parent,increase_rank,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,worst_parent,increase_rank,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,0.9028,1.0,0.65,0.7879,0.0,13,52,0,7
cart,worst_parent,increase_rank,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,0.8889,1.0,0.6,0.75,0.0,9,39,0,6
cart,worst_parent,increase_rank,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,0.9167,1.0,0.7,0.8235,0.0,7,26,0,3
cart,worst_parent,sinkhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,worst_parent,sinkhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,worst_parent,sinkhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,worst_parent,sinkhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,worst_parent,sybil,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,worst_parent,sybil,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,worst_parent,sybil,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,worst_parent,sybil,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
cart,worst_parent,wormhole,0,,"123456,234567,345678,456789,567890",58,10,0,10,90,90,0.7222,0.0,0.0,0.0,0.0,0,65,0,25
cart,worst_parent,wormhole,1,123456,"234567,345678,456789,567890",58,10,2,8,108,72,1.0,1.0,1.0,1.0,0.0,20,52,0,0
cart,worst_parent,wormhole,2,"123456,234567","345678,456789,567890",58,10,4,6,126,54,1.0,1.0,1.0,1.0,0.0,15,39,0,0
cart,worst_parent,wormhole,3,"123456,234567,345678","456789,567890",58,10,6,4,144,36,1.0,1.0,1.0,1.0,0.0,10,26,0,0
