condition,family,model,feature_set,adaptation_seeds,selected_seeds,test_seeds,adaptation_windows,test_windows,n,accuracy,precision,recall,f1,f2,fpr,tp,tn,fp,fn
LOSSY_RADIO,blackhole,cart,coarse,1,123456,"234567,345678,456789,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse,1,234567,"123456,345678,456789,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse,1,345678,"123456,234567,456789,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse,1,456789,"123456,234567,345678,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse,1,567890,"123456,234567,345678,456789",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"123456,234567","345678,456789,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"123456,345678","234567,456789,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"123456,456789","234567,345678,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"123456,567890","234567,345678,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"234567,345678","123456,456789,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"234567,456789","123456,345678,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"234567,567890","123456,345678,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"345678,456789","123456,234567,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"345678,567890","123456,234567,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,2,"456789,567890","123456,234567,345678",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"123456,234567,345678","456789,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"123456,234567,456789","345678,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"123456,234567,567890","345678,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"123456,345678,456789","234567,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"123456,345678,567890","234567,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"123456,456789,567890","234567,345678",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"234567,345678,456789","123456,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"234567,345678,567890","123456,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"234567,456789,567890","123456,345678",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse,3,"345678,456789,567890","123456,234567",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,0,,"123456,234567,345678,456789,567890",0,90,90,0.3889,0.3125,1.0,0.4762,0.6944,0.8462,25,10,55,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,1,123456,"234567,345678,456789,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,1,234567,"123456,345678,456789,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,1,345678,"123456,234567,456789,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,1,456789,"123456,234567,345678,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,1,567890,"123456,234567,345678,456789",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"123456,234567","345678,456789,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"123456,345678","234567,456789,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"123456,456789","234567,345678,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"123456,567890","234567,345678,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"234567,345678","123456,456789,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"234567,456789","123456,345678,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"234567,567890","123456,345678,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"345678,456789","123456,234567,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"345678,567890","123456,234567,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,2,"456789,567890","123456,234567,345678",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"123456,234567,345678","456789,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"123456,234567,456789","345678,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"123456,234567,567890","345678,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"123456,345678,456789","234567,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"123456,345678,567890","234567,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"123456,456789,567890","234567,345678",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"234567,345678,456789","123456,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"234567,345678,567890","123456,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"234567,456789,567890","123456,345678",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,blackhole,cart,coarse_plus_routing,3,"345678,456789,567890","123456,234567",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse,0,,"123456,234567,345678,456789,567890",0,90,90,0.7222,0,0.0,0,0,0.0,0,65,0,25
LOSSY_RADIO,sinkhole,cart,coarse,1,123456,"234567,345678,456789,567890",18,72,72,0.9722,1.0,0.9,0.9474,0.9184,0.0,18,52,0,2
LOSSY_RADIO,sinkhole,cart,coarse,1,234567,"123456,345678,456789,567890",18,72,72,0.9722,1.0,0.9,0.9474,0.9184,0.0,18,52,0,2
LOSSY_RADIO,sinkhole,cart,coarse,1,345678,"123456,234567,456789,567890",18,72,72,0.9861,1.0,0.95,0.9744,0.9596,0.0,19,52,0,1
LOSSY_RADIO,sinkhole,cart,coarse,1,456789,"123456,234567,345678,567890",18,72,72,0.9722,1.0,0.9,0.9474,0.9184,0.0,18,52,0,2
LOSSY_RADIO,sinkhole,cart,coarse,1,567890,"123456,234567,345678,456789",18,72,72,0.8333,1.0,0.4,0.5714,0.4545,0.0,8,52,0,12
LOSSY_RADIO,sinkhole,cart,coarse,2,"123456,234567","345678,456789,567890",36,54,54,0.963,1.0,0.8667,0.9286,0.8904,0.0,13,39,0,2
LOSSY_RADIO,sinkhole,cart,coarse,2,"123456,345678","234567,456789,567890",36,54,54,0.9815,1.0,0.9333,0.9655,0.9459,0.0,14,39,0,1
LOSSY_RADIO,sinkhole,cart,coarse,2,"123456,456789","234567,345678,567890",36,54,54,0.963,1.0,0.8667,0.9286,0.8904,0.0,13,39,0,2
LOSSY_RADIO,sinkhole,cart,coarse,2,"123456,567890","234567,345678,456789",36,54,54,0.9815,1.0,0.9333,0.9655,0.9459,0.0,14,39,0,1
LOSSY_RADIO,sinkhole,cart,coarse,2,"234567,345678","123456,456789,567890",36,54,54,0.9815,1.0,0.9333,0.9655,0.9459,0.0,14,39,0,1
LOSSY_RADIO,sinkhole,cart,coarse,2,"234567,456789","123456,345678,567890",36,54,54,0.963,1.0,0.8667,0.9286,0.8904,0.0,13,39,0,2
LOSSY_RADIO,sinkhole,cart,coarse,2,"234567,567890","123456,345678,456789",36,54,54,0.9815,1.0,0.9333,0.9655,0.9459,0.0,14,39,0,1
LOSSY_RADIO,sinkhole,cart,coarse,2,"345678,456789","123456,234567,567890",36,54,54,0.9815,1.0,0.9333,0.9655,0.9459,0.0,14,39,0,1
LOSSY_RADIO,sinkhole,cart,coarse,2,"345678,567890","123456,234567,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse,2,"456789,567890","123456,234567,345678",36,54,54,0.9815,1.0,0.9333,0.9655,0.9459,0.0,14,39,0,1
LOSSY_RADIO,sinkhole,cart,coarse,3,"123456,234567,345678","456789,567890",54,36,36,0.9722,1.0,0.9,0.9474,0.9184,0.0,9,26,0,1
LOSSY_RADIO,sinkhole,cart,coarse,3,"123456,234567,456789","345678,567890",54,36,36,0.9444,1.0,0.8,0.8889,0.8333,0.0,8,26,0,2
LOSSY_RADIO,sinkhole,cart,coarse,3,"123456,234567,567890","345678,456789",54,36,36,0.9722,1.0,0.9,0.9474,0.9184,0.0,9,26,0,1
LOSSY_RADIO,sinkhole,cart,coarse,3,"123456,345678,456789","234567,567890",54,36,36,0.9722,1.0,0.9,0.9474,0.9184,0.0,9,26,0,1
LOSSY_RADIO,sinkhole,cart,coarse,3,"123456,345678,567890","234567,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse,3,"123456,456789,567890","234567,345678",54,36,36,0.9722,1.0,0.9,0.9474,0.9184,0.0,9,26,0,1
LOSSY_RADIO,sinkhole,cart,coarse,3,"234567,345678,456789","123456,567890",54,36,36,0.9722,1.0,0.9,0.9474,0.9184,0.0,9,26,0,1
LOSSY_RADIO,sinkhole,cart,coarse,3,"234567,345678,567890","123456,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse,3,"234567,456789,567890","123456,345678",54,36,36,0.9722,1.0,0.9,0.9474,0.9184,0.0,9,26,0,1
LOSSY_RADIO,sinkhole,cart,coarse,3,"345678,456789,567890","123456,234567",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,0,,"123456,234567,345678,456789,567890",0,90,90,1.0,1.0,1.0,1.0,1.0,0.0,25,65,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,1,123456,"234567,345678,456789,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,1,234567,"123456,345678,456789,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,1,345678,"123456,234567,456789,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,1,456789,"123456,234567,345678,567890",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,1,567890,"123456,234567,345678,456789",18,72,72,1.0,1.0,1.0,1.0,1.0,0.0,20,52,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"123456,234567","345678,456789,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"123456,345678","234567,456789,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"123456,456789","234567,345678,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"123456,567890","234567,345678,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"234567,345678","123456,456789,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"234567,456789","123456,345678,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"234567,567890","123456,345678,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"345678,456789","123456,234567,567890",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"345678,567890","123456,234567,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,2,"456789,567890","123456,234567,345678",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"123456,234567,345678","456789,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"123456,234567,456789","345678,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"123456,234567,567890","345678,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"123456,345678,456789","234567,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"123456,345678,567890","234567,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"123456,456789,567890","234567,345678",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"234567,345678,456789","123456,567890",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"234567,345678,567890","123456,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"234567,456789,567890","123456,345678",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sinkhole,cart,coarse_plus_routing,3,"345678,456789,567890","123456,234567",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sybil,cart,coarse,0,,"123456,234567,345678,456789,567890",0,90,90,0.7222,0,0.0,0,0,0.0,0,65,0,25
LOSSY_RADIO,sybil,cart,coarse,1,123456,"234567,345678,456789,567890",18,72,72,0.9583,0.8696,1.0,0.9302,0.9709,0.0577,20,49,3,0
LOSSY_RADIO,sybil,cart,coarse,1,234567,"123456,345678,456789,567890",18,72,72,0.9583,0.8696,1.0,0.9302,0.9709,0.0577,20,49,3,0
LOSSY_RADIO,sybil,cart,coarse,1,345678,"123456,234567,456789,567890",18,72,72,0.9583,0.8696,1.0,0.9302,0.9709,0.0577,20,49,3,0
LOSSY_RADIO,sybil,cart,coarse,1,456789,"123456,234567,345678,567890",18,72,72,0.8889,0.7727,0.85,0.8095,0.8333,0.0962,17,47,5,3
LOSSY_RADIO,sybil,cart,coarse,1,567890,"123456,234567,345678,456789",18,72,72,0.9444,1.0,0.8,0.8889,0.8333,0.0,16,52,0,4
LOSSY_RADIO,sybil,cart,coarse,2,"123456,234567","345678,456789,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse,2,"123456,345678","234567,456789,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse,2,"123456,456789","234567,345678,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse,2,"123456,567890","234567,345678,456789",36,54,54,0.963,1.0,0.8667,0.9286,0.8904,0.0,13,39,0,2
LOSSY_RADIO,sybil,cart,coarse,2,"234567,345678","123456,456789,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse,2,"234567,456789","123456,345678,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse,2,"234567,567890","123456,345678,456789",36,54,54,0.9259,1.0,0.7333,0.8462,0.7746,0.0,11,39,0,4
LOSSY_RADIO,sybil,cart,coarse,2,"345678,456789","123456,234567,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse,2,"345678,567890","123456,234567,456789",36,54,54,0.9444,1.0,0.8,0.8889,0.8333,0.0,12,39,0,3
LOSSY_RADIO,sybil,cart,coarse,2,"456789,567890","123456,234567,345678",36,54,54,0.8889,0.7368,0.9333,0.8235,0.8861,0.1282,14,34,5,1
LOSSY_RADIO,sybil,cart,coarse,3,"123456,234567,345678","456789,567890",54,36,36,0.9167,0.7692,1.0,0.8696,0.9434,0.1154,10,23,3,0
LOSSY_RADIO,sybil,cart,coarse,3,"123456,234567,456789","345678,567890",54,36,36,0.9167,0.7692,1.0,0.8696,0.9434,0.1154,10,23,3,0
LOSSY_RADIO,sybil,cart,coarse,3,"123456,234567,567890","345678,456789",54,36,36,0.9444,1.0,0.8,0.8889,0.8333,0.0,8,26,0,2
LOSSY_RADIO,sybil,cart,coarse,3,"123456,345678,456789","234567,567890",54,36,36,0.9167,0.7692,1.0,0.8696,0.9434,0.1154,10,23,3,0
LOSSY_RADIO,sybil,cart,coarse,3,"123456,345678,567890","234567,456789",54,36,36,0.9722,1.0,0.9,0.9474,0.9184,0.0,9,26,0,1
LOSSY_RADIO,sybil,cart,coarse,3,"123456,456789,567890","234567,345678",54,36,36,0.9722,1.0,0.9,0.9474,0.9184,0.0,9,26,0,1
LOSSY_RADIO,sybil,cart,coarse,3,"234567,345678,456789","123456,567890",54,36,36,0.9167,0.7692,1.0,0.8696,0.9434,0.1154,10,23,3,0
LOSSY_RADIO,sybil,cart,coarse,3,"234567,345678,567890","123456,456789",54,36,36,0.9167,1.0,0.7,0.8235,0.7447,0.0,7,26,0,3
LOSSY_RADIO,sybil,cart,coarse,3,"234567,456789,567890","123456,345678",54,36,36,0.9167,1.0,0.7,0.8235,0.7447,0.0,7,26,0,3
LOSSY_RADIO,sybil,cart,coarse,3,"345678,456789,567890","123456,234567",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,0,,"123456,234567,345678,456789,567890",0,90,90,0.3889,0.3125,1.0,0.4762,0.6944,0.8462,25,10,55,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,1,123456,"234567,345678,456789,567890",18,72,72,0.9583,0.8696,1.0,0.9302,0.9709,0.0577,20,49,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,1,234567,"123456,345678,456789,567890",18,72,72,0.9583,0.8696,1.0,0.9302,0.9709,0.0577,20,49,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,1,345678,"123456,234567,456789,567890",18,72,72,0.9583,0.8696,1.0,0.9302,0.9709,0.0577,20,49,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,1,456789,"123456,234567,345678,567890",18,72,72,0.8889,0.7727,0.85,0.8095,0.8333,0.0962,17,47,5,3
LOSSY_RADIO,sybil,cart,coarse_plus_routing,1,567890,"123456,234567,345678,456789",18,72,72,0.7917,0.5926,0.8,0.6809,0.7477,0.2115,16,41,11,4
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"123456,234567","345678,456789,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"123456,345678","234567,456789,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"123456,456789","234567,345678,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"123456,567890","234567,345678,456789",36,54,54,0.8889,0.7647,0.8667,0.8125,0.8442,0.1026,13,35,4,2
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"234567,345678","123456,456789,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"234567,456789","123456,345678,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"234567,567890","123456,345678,456789",36,54,54,0.8519,0.7333,0.7333,0.7333,0.7333,0.1026,11,35,4,4
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"345678,456789","123456,234567,567890",36,54,54,0.9444,0.8333,1.0,0.9091,0.9615,0.0769,15,36,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"345678,567890","123456,234567,456789",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,2,"456789,567890","123456,234567,345678",36,54,54,1.0,1.0,1.0,1.0,1.0,0.0,15,39,0,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"123456,234567,345678","456789,567890",54,36,36,0.9167,0.7692,1.0,0.8696,0.9434,0.1154,10,23,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"123456,234567,456789","345678,567890",54,36,36,0.9167,0.7692,1.0,0.8696,0.9434,0.1154,10,23,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"123456,234567,567890","345678,456789",54,36,36,0.9444,1.0,0.8,0.8889,0.8333,0.0,8,26,0,2
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"123456,345678,456789","234567,567890",54,36,36,0.9167,0.7692,1.0,0.8696,0.9434,0.1154,10,23,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"123456,345678,567890","234567,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"123456,456789,567890","234567,345678",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"234567,345678,456789","123456,567890",54,36,36,0.9167,0.7692,1.0,0.8696,0.9434,0.1154,10,23,3,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"234567,345678,567890","123456,456789",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"234567,456789,567890","123456,345678",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
LOSSY_RADIO,sybil,cart,coarse_plus_routing,3,"345678,456789,567890","123456,234567",54,36,36,1.0,1.0,1.0,1.0,1.0,0.0,10,26,0,0
