app_missed_delta,app_reporting_nodes,app_rx_delta,app_tx_delta,attacker_node16_radio_tx,binary_run_label,blackhole_attack_enabled_events,blackhole_drop_events,dao_rx_count,dao_tx_count,dio_rx_count,dio_rx_low_rank_nonroot_count,dio_rx_nonroot_count,dio_rx_nonroot_rank_max,dio_rx_nonroot_rank_mean,dio_rx_nonroot_rank_min,dio_rx_nonroot_rank_range,dio_rx_rank_max,dio_rx_rank_mean,dio_rx_rank_min,dio_rx_rank_range,dio_suppression_attack_enabled_events,dio_suppression_events,dio_tx_count,dio_tx_rank_mean,dis_flood_attack_enabled_events,dis_flood_sent_events,dis_rx_count,dis_tx_count,family,grayhole_attack_enabled_events,grayhole_drop_events,increase_rank_advertised_rank_events,increase_rank_attack_enabled_events,mode,no_parent_events,nodes,own_neighbor_count_max,own_neighbor_count_mean,own_rank_max,own_rank_mean,own_rank_min,own_rank_range,own_state_sample_count,parent_found_events,parent_switch_count,parent_switch_to_nonroot_count,parent_switch_to_root_count,post_activation,radio_bytes,radio_interfered_count,radio_tx_count,root_node1_radio_tx,run_id,seed,significant_rank_update_count,sinkhole_advertised_rank_events,sinkhole_attack_enabled_events,state_low_rank_nonroot_pairs,state_low_rank_nonroot_senders,state_nonroot_rank_max,state_nonroot_rank_mean,state_nonroot_rank_min,state_nonroot_rank_range,state_receivers_exposed_low_rank_nonroot,stream_id,stream_sequence,sybil_attack_enabled_events,sybil_sent_dio_events,sybil_spoofed_dio_events,topology_edge_count,topology_max_depth,topology_max_parent_fanout,topology_mean_depth,topology_root_direct_children,topology_unique_parents,unique_dio_receivers,unique_dio_senders,unique_low_rank_nonroot_senders,unique_parent_targets,unique_radio_senders,window_end_s,window_label,window_start_s,wormhole_attack_enabled_events,wormhole_endpoint_radio_events,worst_parent_attack_enabled_events,worst_parent_selection_events
0,0,0,0,188,0,0,0,15,30,333,0,329,65535,12238.9483,258,65277,65535,12093.4715,128,65407,0,0,96,40482.2396,0,0,51,14,blackhole,0,0,0,0,control,15,16,5,2.4667,899,688.0667,338,561,15,15,15,14,1,0,27507,1290,623,90,BH_CONTROL_N16_SEED123456,123456,0,0,0,0,0,65535,1151.112,258,65277,0,blackhole:control:123456,46,0,0,0,0,0,0,0.0,0,0,16,16,0,5,16,60,0,0,0,0,0,0
0,0,0,0,337,0,0,0,0,0,294,0,293,811,592.1911,256,555,811,590.6122,128,683,0,0,45,577.2667,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,7.9375,820,577.1875,128,692,16,0,0,0,0,0,40249,2128,1069,171,BH_CONTROL_N16_SEED123456,123456,0,0,0,0,0,697,539.7364,256,441,0,blackhole:control:123456,47,0,0,0,15,4,4,2.8667,1,5,16,16,0,0,16,120,0,60,0,0,0,0
0,14,140,140,337,0,0,0,0,0,135,0,135,668,512.8222,256,412,668,512.8222,256,412,0,0,23,503.1304,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,692,499.9375,128,564,16,0,0,0,0,0,38768,2088,1046,172,BH_CONTROL_N16_SEED123456,123456,0,0,0,0,0,693,517.4341,256,437,0,blackhole:control:123456,48,0,0,0,15,4,4,2.8667,1,5,16,15,0,0,16,180,0,120,0,0,0,0
0,4,40,40,333,0,0,0,0,0,19,0,18,657,455.9444,256,401,657,438.6842,128,529,0,0,15,487.4,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,662,485.0,128,534,16,0,0,0,0,0,37392,2001,1029,168,BH_CONTROL_N16_SEED123456,123456,0,0,0,0,0,693,516.2636,256,437,0,blackhole:control:123456,49,0,0,0,15,4,4,2.8667,1,5,10,15,0,0,16,240,0,180,0,0,0,0
0,10,98,100,332,0,0,0,0,0,128,0,128,646,503.8672,384,262,646,503.8672,384,262,0,0,24,510.0,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,649,477.3125,128,521,16,0,0,0,0,1,38317,2029,1036,167,BH_CONTROL_N16_SEED123456,123456,0,0,0,0,0,693,501.845,256,437,0,blackhole:control:123456,50,0,0,0,15,4,4,2.8667,1,5,15,14,0,0,16,300,0,240,0,0,0,0
0,13,130,130,337,0,0,0,0,0,18,0,18,642,569.5,384,258,642,569.5,384,258,0,0,12,533.75,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,643,473.25,128,515,16,0,0,0,0,1,37480,2027,1036,169,BH_CONTROL_N16_SEED123456,123456,0,0,0,0,0,645,500.4341,256,389,0,blackhole:control:123456,51,0,0,0,15,4,4,2.8667,1,5,10,10,0,0,16,360,0,300,0,0,0,0
0,1,10,10,343,0,0,0,0,0,10,0,10,640,486.4,384,256,640,486.4,384,256,0,0,10,486.4,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,640,472.0,128,512,16,0,0,0,0,1,38271,2076,1054,173,BH_CONTROL_N16_SEED123456,123456,0,0,0,0,0,645,500.2636,256,389,0,blackhole:control:123456,52,0,0,0,15,4,4,2.8667,1,5,5,10,0,0,16,420,0,360,0,0,0,0
0,14,140,140,338,0,0,0,0,0,85,0,84,646,500.2857,256,390,646,495.9059,128,518,0,0,19,500.2632,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,648,473.25,128,520,16,0,0,0,0,1,38190,2041,1034,169,BH_CONTROL_N16_SEED123456,123456,0,0,0,0,0,646,500.0465,256,390,0,blackhole:control:123456,53,0,0,0,15,4,4,2.8667,1,5,16,14,0,0,16,480,0,420,0,0,0,0
0,3,30,30,335,0,0,0,0,0,59,0,59,642,496.1695,384,258,642,496.1695,384,258,0,0,17,514.0,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,643,473.75,128,515,16,0,0,0,0,1,37739,2042,1030,167,BH_CONTROL_N16_SEED123456,123456,0,0,0,0,0,642,499.7907,256,386,0,blackhole:control:123456,54,0,0,0,15,4,4,2.8667,1,5,15,12,0,0,16,540,0,480,0,0,0,0
0,0,0,0,184,0,0,0,15,30,354,0,350,65535,11910.24,256,65279,65535,11777.1073,128,65407,0,0,100,40185.35,0,0,31,11,blackhole,0,0,0,0,control,15,16,7,2.4667,903,687.4,338,565,15,15,15,14,1,0,27199,1316,611,88,BH_CONTROL_N16_SEED234567,234567,0,0,0,0,0,65535,1150.7705,256,65279,0,blackhole:control:234567,55,0,0,0,0,0,0,0.0,0,0,16,16,0,8,16,60,0,0,0,0,0,0
0,0,0,0,342,0,0,0,0,0,278,0,278,748,571.464,256,492,748,571.464,256,492,0,0,42,562.1905,0,0,0,0,blackhole,0,0,0,0,control,0,16,12,7.6875,878,577.375,128,750,16,0,0,0,0,0,40168,2230,1073,170,BH_CONTROL_N16_SEED234567,234567,0,0,0,0,0,715,536.4651,256,459,0,blackhole:control:234567,56,0,0,0,15,4,4,2.8667,1,8,16,15,0,0,16,120,0,60,0,0,0,0
0,14,140,140,343,0,0,0,0,0,138,0,137,687,519.0292,256,431,687,516.1957,128,559,0,0,25,516.36,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,710,499.3125,128,582,16,0,0,0,0,0,39625,2230,1072,175,BH_CONTROL_N16_SEED234567,234567,0,0,0,0,0,683,514.7132,256,427,0,blackhole:control:234567,57,0,0,0,15,4,4,2.8667,1,8,16,16,0,0,16,180,0,120,0,0,0,0
0,6,60,60,337,0,0,0,0,0,18,0,17,664,461.3529,384,280,664,442.8333,128,536,0,0,11,476.4545,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,672,484.125,128,544,16,0,0,0,0,0,37414,2100,1031,171,BH_CONTROL_N16_SEED234567,234567,0,0,0,0,0,683,514.6822,256,427,0,blackhole:control:234567,58,0,0,0,15,4,4,2.8667,1,8,12,11,0,0,16,240,0,180,0,0,0,0
0,8,80,80,338,0,0,0,0,0,127,0,127,664,504.3937,256,408,664,504.3937,256,408,0,0,27,509.2593,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,657,479.625,128,529,16,0,0,0,0,1,39279,2194,1058,171,BH_CONTROL_N16_SEED234567,234567,0,0,0,0,0,664,505.0775,256,408,0,blackhole:control:234567,59,0,0,0,15,4,4,2.8667,1,8,16,15,0,0,16,300,0,240,0,0,0,0
0,12,120,120,324,0,0,0,0,0,15,0,15,654,568.6667,384,270,654,568.6667,384,270,0,0,8,501.0,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,660,477.125,128,532,16,0,0,0,0,1,35775,2030,989,165,BH_CONTROL_N16_SEED234567,234567,0,0,0,0,0,664,504.3643,256,408,0,blackhole:control:234567,60,0,0,0,15,4,4,2.8667,1,8,11,8,0,0,16,360,0,300,0,0,0,0
0,2,20,20,338,0,0,0,0,0,14,0,14,646,498.5714,384,262,646,498.5714,384,262,0,0,14,498.5714,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,653,476.8125,128,525,16,0,0,0,0,1,38066,2154,1044,169,BH_CONTROL_N16_SEED234567,234567,0,0,0,0,0,664,504.3566,256,408,0,blackhole:control:234567,61,0,0,0,15,4,4,2.8667,1,8,9,13,0,0,16,420,0,360,0,0,0,0
0,14,140,140,340,0,0,0,0,0,87,0,86,646,503.4302,384,262,646,499.1149,128,518,0,0,18,496.3889,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,646,475.875,128,518,16,0,0,0,0,1,38768,2182,1055,174,BH_CONTROL_N16_SEED234567,234567,0,0,0,0,0,664,505.1628,256,408,0,blackhole:control:234567,62,0,0,0,15,4,4,2.8667,1,8,15,13,0,0,16,480,0,420,0,0,0,0
0,6,60,60,347,0,0,0,0,0,54,0,54,659,511.6296,256,403,659,511.6296,256,403,0,0,18,511.7778,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,649,477.25,128,521,16,0,0,0,0,1,39226,2195,1073,172,BH_CONTROL_N16_SEED234567,234567,0,0,0,0,0,658,504.6589,256,402,0,blackhole:control:234567,63,0,0,0,15,4,4,2.8667,1,8,15,13,0,0,16,540,0,480,0,0,0,0
0,0,0,0,178,0,0,0,14,28,356,0,352,65535,12013.0369,281,65254,65535,11879.4972,128,65407,0,0,100,40826.62,0,0,53,14,blackhole,0,0,0,0,control,15,16,6,2.7333,868,681.8667,338,530,15,15,15,14,1,0,26481,1300,596,87,BH_CONTROL_N16_SEED345678,345678,0,0,0,0,0,65535,1670.5082,281,65254,0,blackhole:control:345678,64,0,0,0,0,0,0,0.0,0,0,16,16,0,7,16,60,0,0,0,0,0,0
0,0,0,0,342,0,0,0,1,2,272,0,271,824,604.8745,256,568,824,603.1213,128,696,0,0,39,601.359,0,0,0,0,blackhole,0,0,0,0,control,0,16,12,7.6875,833,575.6875,128,705,16,0,0,0,0,0,40361,2250,1074,172,BH_CONTROL_N16_SEED345678,345678,0,0,0,0,0,706,541.5116,256,450,0,blackhole:control:345678,65,0,0,0,15,4,4,2.8667,1,7,16,16,0,0,16,120,0,60,0,0,0,0
0,14,139,140,336,0,0,0,0,0,134,0,134,691,506.6567,256,435,691,506.6567,256,435,0,0,29,504.1034,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,701,499.125,128,573,16,0,0,0,0,0,39044,2212,1054,170,BH_CONTROL_N16_SEED345678,345678,0,0,0,0,0,706,519.6279,256,450,0,blackhole:control:345678,66,0,0,0,15,4,4,2.8667,1,7,16,14,0,0,16,180,0,120,0,0,0,0
0,4,40,40,338,0,0,0,0,0,43,0,42,678,513.4762,256,422,678,504.5116,128,550,0,0,15,482.4,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,681,486.4375,128,553,16,0,0,0,0,0,38894,2266,1050,174,BH_CONTROL_N16_SEED345678,345678,0,0,0,0,0,702,516.1628,256,446,0,blackhole:control:345678,67,0,0,0,15,4,4,2.8667,1,7,16,12,0,0,16,240,0,180,0,0,0,0
0,10,100,100,351,0,0,0,0,0,114,0,114,665,519.8509,384,281,665,519.8509,384,281,0,0,22,534.4091,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,675,485.3125,128,547,16,0,0,0,0,1,40173,2267,1087,177,BH_CONTROL_N16_SEED345678,345678,0,0,0,0,0,663,507.814,256,407,0,blackhole:control:345678,68,0,0,0,15,4,4,2.8667,1,7,15,14,0,0,16,300,0,240,0,0,0,0
0,11,110,110,335,0,0,0,0,0,12,0,12,659,506.5,384,275,659,506.5,384,275,0,0,12,506.5,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,655,476.625,128,527,16,0,0,0,0,1,37966,2211,1040,169,BH_CONTROL_N16_SEED345678,345678,0,0,0,0,0,663,507.2481,256,407,0,blackhole:control:345678,69,0,0,0,15,4,4,2.8667,1,7,8,12,0,0,16,360,0,300,0,0,0,0
0,3,30,30,340,0,0,0,0,0,12,0,12,665,505.9167,384,281,665,505.9167,384,281,0,0,12,505.9167,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,659,475.8125,128,531,16,0,0,0,0,1,38020,2171,1048,172,BH_CONTROL_N16_SEED345678,345678,0,0,0,0,0,665,506.7674,256,409,0,blackhole:control:345678,70,0,0,0,15,4,4,2.8667,1,7,7,12,0,0,16,420,0,360,0,0,0,0
0,14,140,140,340,0,0,0,0,0,76,0,75,657,494.16,256,401,657,489.3421,128,529,0,0,18,485.8889,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,665,475.75,128,537,16,0,0,0,0,1,38334,2170,1045,171,BH_CONTROL_N16_SEED345678,345678,0,0,0,0,0,665,504.3798,256,409,0,blackhole:control:345678,71,0,0,0,15,4,4,2.8667,1,7,16,14,0,0,16,480,0,420,0,0,0,0
0,5,50,50,333,0,0,0,0,0,60,0,60,652,494.5167,384,268,652,494.5167,384,268,0,0,16,505.9375,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,656,474.0625,128,528,16,0,0,0,0,1,37821,2141,1031,169,BH_CONTROL_N16_SEED345678,345678,0,0,0,0,0,657,501.8837,256,401,0,blackhole:control:345678,72,0,0,0,15,4,4,2.8667,1,7,15,13,0,0,16,540,0,480,0,0,0,0
0,0,0,0,162,0,0,0,15,30,299,0,295,65535,14014.5559,297,65238,65535,13828.7826,128,65407,0,0,93,43162.7097,0,0,30,10,blackhole,0,0,0,0,control,15,16,5,2.7333,970,696.9333,338,632,15,15,15,14,1,0,24301,1226,537,81,BH_CONTROL_N16_SEED456789,456789,0,0,0,0,0,65535,2388.0734,297,65238,0,blackhole:control:456789,73,0,0,0,0,0,0,0.0,0,0,16,16,0,7,16,60,0,0,0,0,0,0
0,0,0,0,340,0,0,0,0,0,295,0,295,882,647.9492,256,626,882,647.9492,256,626,0,0,43,624.6279,0,0,0,0,blackhole,0,0,0,0,control,0,16,12,6.875,912,603.8125,128,784,16,0,0,0,0,0,40683,2392,1080,172,BH_CONTROL_N16_SEED456789,456789,0,0,0,0,0,723,536.4031,256,467,0,blackhole:control:456789,74,0,0,0,15,4,4,2.8667,1,7,16,15,0,0,16,120,0,60,0,0,0,0
0,14,140,140,353,0,0,0,0,0,133,0,132,705,510.2121,256,449,705,507.3383,128,577,0,0,25,500.56,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,723,501.375,128,595,16,0,0,0,0,0,40371,2467,1092,178,BH_CONTROL_N16_SEED456789,456789,0,0,0,0,0,722,519.6667,256,466,0,blackhole:control:456789,75,0,0,0,15,4,4,2.8667,1,7,16,15,0,0,16,180,0,120,0,0,0,0
0,4,40,40,339,0,0,0,0,0,39,0,39,674,455.8462,256,418,674,455.8462,256,418,0,0,14,496.4286,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,674,485.75,128,546,16,0,0,0,0,0,38137,2348,1043,169,BH_CONTROL_N16_SEED456789,456789,0,0,0,0,0,690,515.876,256,434,0,blackhole:control:456789,76,0,0,0,15,4,4,2.8667,1,7,14,11,0,0,16,240,0,180,0,0,0,0
0,10,100,100,331,0,0,0,0,0,102,0,101,660,517.8713,384,276,660,514.049,128,532,0,0,19,491.9474,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,656,480.125,128,528,16,0,0,0,0,1,37550,2259,1021,166,BH_CONTROL_N16_SEED456789,456789,0,0,0,0,0,690,508.5194,256,434,0,blackhole:control:456789,77,0,0,0,15,4,4,2.8667,1,7,15,13,0,0,16,300,0,240,0,0,0,0
0,10,100,100,340,0,0,0,0,0,27,0,27,666,598.7407,384,282,666,598.7407,384,282,0,0,15,555.7333,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,665,477.0625,128,537,16,0,0,0,0,1,38185,2328,1047,169,BH_CONTROL_N16_SEED456789,456789,0,0,0,0,0,666,505.6279,256,410,0,blackhole:control:456789,78,0,0,0,15,4,4,2.8667,1,7,14,12,0,0,16,360,0,300,0,0,0,0
0,4,40,40,336,0,0,0,0,0,14,0,13,658,515.7692,384,274,658,488.0714,128,530,0,0,14,488.0714,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,660,476.75,128,532,16,0,0,0,0,1,37730,2278,1038,173,BH_CONTROL_N16_SEED456789,456789,0,0,0,0,0,666,505.2171,256,410,0,blackhole:control:456789,79,0,0,0,15,4,4,2.8667,1,7,11,13,0,0,16,420,0,360,0,0,0,0
0,14,140,140,339,0,0,0,0,0,68,0,68,658,504.4118,256,402,658,504.4118,256,402,0,0,20,508.2,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,658,476.125,128,530,16,0,0,0,0,1,38526,2336,1049,170,BH_CONTROL_N16_SEED456789,456789,0,0,0,0,0,666,502.6124,256,410,0,blackhole:control:456789,80,0,0,0,15,4,4,2.8667,1,7,16,15,0,0,16,480,0,420,0,0,0,0
0,3,29,30,330,0,0,0,0,0,47,0,47,646,515.234,384,262,646,515.234,384,262,0,0,12,524.6667,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,646,473.625,128,518,16,0,0,0,0,1,36825,2255,1014,165,BH_CONTROL_N16_SEED456789,456789,0,0,0,0,0,660,500.4496,256,404,0,blackhole:control:456789,81,0,0,0,15,4,4,2.8667,1,7,15,12,0,0,16,540,0,480,0,0,0,0
0,0,0,0,176,0,0,0,15,30,337,0,333,65535,12664.4505,271,65264,65535,12515.6499,128,65407,0,0,99,41231.9899,0,0,45,15,blackhole,0,0,0,0,control,15,16,4,2.4,901,681.7333,338,563,15,15,15,14,1,0,26793,1311,591,84,BH_CONTROL_N16_SEED567890,567890,0,0,0,0,0,837,619.3465,271,566,0,blackhole:control:567890,82,0,0,0,0,0,0,0.0,0,0,16,16,0,7,16,60,0,0,0,0,0,0
0,0,0,0,336,0,0,0,0,0,302,0,301,829,605.8173,256,573,829,604.2351,128,701,0,0,41,582.4634,0,0,0,0,blackhole,0,0,0,0,control,0,16,12,8.0,837,578.75,128,709,16,0,0,0,0,0,39820,2186,1056,169,BH_CONTROL_N16_SEED567890,567890,0,0,0,0,0,711,543.9225,256,455,0,blackhole:control:567890,83,0,0,0,15,4,4,2.8667,1,7,16,16,0,0,16,120,0,60,0,0,0,0
0,14,140,140,338,0,0,0,0,0,139,0,139,691,520.9209,256,435,691,520.9209,256,435,0,0,25,541.44,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,705,507.5625,128,577,16,0,0,0,0,0,38794,2142,1053,169,BH_CONTROL_N16_SEED567890,567890,0,0,0,0,0,669,516.031,256,413,0,blackhole:control:567890,84,0,0,0,15,4,4,2.8667,1,7,16,15,0,0,16,180,0,120,0,0,0,0
0,4,40,40,344,0,0,0,0,0,30,0,29,656,446.4828,384,272,656,435.8667,128,528,0,0,16,481.25,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,666,484.875,128,538,16,0,0,0,0,0,38466,2164,1055,171,BH_CONTROL_N16_SEED567890,567890,0,0,0,0,0,669,515.1705,256,413,0,blackhole:control:567890,85,0,0,0,15,4,4,2.8667,1,7,11,14,0,0,16,240,0,180,0,0,0,0
0,10,100,100,339,0,0,0,0,0,119,0,119,649,514.0336,256,393,649,514.0336,256,393,0,0,26,514.0385,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,652,480.3125,128,524,16,0,0,0,0,1,39484,2180,1069,170,BH_CONTROL_N16_SEED567890,567890,0,0,0,0,0,662,506.2248,256,406,0,blackhole:control:567890,86,0,0,0,15,4,4,2.8667,1,7,16,15,0,0,16,300,0,240,0,0,0,0
0,13,130,130,339,0,0,0,0,0,17,0,17,642,589.0,384,258,642,589.0,384,258,0,0,10,552.1,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,645,475.8125,128,517,16,0,0,0,0,1,37680,2129,1040,171,BH_CONTROL_N16_SEED567890,567890,0,0,0,0,0,649,504.938,256,393,0,blackhole:control:567890,87,0,0,0,15,4,4,2.8667,1,7,11,10,0,0,16,360,0,300,0,0,0,0
0,1,10,10,335,0,0,0,0,0,8,0,8,649,515.75,384,265,649,515.75,384,265,0,0,8,515.75,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,650,475.1875,128,522,16,0,0,0,0,1,36941,2067,1022,170,BH_CONTROL_N16_SEED567890,567890,0,0,0,0,0,649,504.7519,256,393,0,blackhole:control:567890,88,0,0,0,15,4,4,2.8667,1,7,5,8,0,0,16,420,0,360,0,0,0,0
0,14,140,140,340,0,0,0,0,0,84,0,83,648,475.6145,256,392,648,471.4762,128,520,0,0,23,481.4783,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,656,473.875,128,528,16,0,0,0,0,1,39293,2165,1065,171,BH_CONTROL_N16_SEED567890,567890,0,0,0,0,0,649,502.9922,256,393,0,blackhole:control:567890,89,0,0,0,15,4,4,2.8667,1,7,16,16,0,0,16,480,0,420,0,0,0,0
0,4,40,40,346,0,0,0,0,0,56,0,56,640,525.3214,384,256,640,525.3214,384,256,0,0,15,514.2667,0,0,0,0,blackhole,0,0,0,0,control,0,16,13,8.125,647,474.25,128,519,16,0,0,0,0,1,38749,2149,1062,174,BH_CONTROL_N16_SEED567890,567890,0,0,0,0,0,649,500.9922,256,393,0,blackhole:control:567890,90,0,0,0,15,4,4,2.8667,1,7,15,12,0,0,16,540,0,480,0,0,0,0
0,0,0,0,188,1,0,0,15,30,333,0,329,65535,12238.9483,258,65277,65535,12093.4715,128,65407,0,0,96,40482.2396,0,0,51,14,sinkhole,0,0,0,0,attack,15,16,5,2.4667,899,688.0667,338,561,15,15,15,14,1,0,27507,1290,623,90,SH_ATTACK_N16_SEED123456,123456,0,0,0,0,0,65535,1151.112,258,65277,0,sinkhole:attack:123456,91,0,0,0,0,0,0,0.0,0,0,16,16,0,5,16,60,0,0,0,0,0,0
0,0,0,0,337,1,0,0,0,0,294,0,293,811,592.1911,256,555,811,590.6122,128,683,0,0,45,577.2667,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,13,7.9375,820,577.1875,128,692,16,0,0,0,0,0,40249,2128,1069,171,SH_ATTACK_N16_SEED123456,123456,0,0,0,0,0,697,539.7364,256,441,0,sinkhole:attack:123456,92,0,0,0,15,4,4,2.8667,1,5,16,16,0,0,16,120,0,60,0,0,0,0
0,14,140,140,337,1,0,0,0,0,135,0,135,668,512.8222,256,412,668,512.8222,256,412,0,0,23,503.1304,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,13,8.125,692,499.9375,128,564,16,0,0,0,0,0,38768,2088,1046,172,SH_ATTACK_N16_SEED123456,123456,0,0,0,0,0,693,517.4341,256,437,0,sinkhole:attack:123456,93,0,0,0,15,4,4,2.8667,1,5,16,15,0,0,16,180,0,120,0,0,0,0
0,4,40,40,333,1,0,0,0,0,19,0,18,657,455.9444,256,401,657,438.6842,128,529,0,0,15,487.4,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,13,8.125,662,485.0,128,534,16,0,0,0,0,0,37392,2001,1029,168,SH_ATTACK_N16_SEED123456,123456,0,0,0,0,0,693,516.2636,256,437,0,sinkhole:attack:123456,94,0,0,0,15,4,4,2.8667,1,5,10,15,0,0,16,240,0,180,0,0,0,0
0,10,98,100,343,1,0,0,0,0,153,25,153,656,390.7124,128,528,656,390.7124,128,528,0,0,29,392.0,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,13,8.125,649,461.3125,128,521,16,0,0,0,0,1,39915,2103,1063,175,SH_ATTACK_N16_SEED123456,123456,0,5,1,5,1,693,439.4884,128,565,5,sinkhole:attack:123456,95,0,0,0,15,4,4,2.8667,1,5,16,15,1,0,16,300,1,240,0,0,0,0
0,13,130,130,348,1,0,0,0,0,31,14,31,649,347.9677,128,521,649,347.9677,128,521,0,0,22,298.0455,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,13,8.125,654,395.6875,128,526,16,0,0,0,0,1,38908,2100,1059,171,SH_ATTACK_N16_SEED123456,123456,0,11,0,5,1,656,437.1628,128,528,5,sinkhole:attack:123456,96,0,0,0,15,4,4,2.8667,1,5,12,10,1,0,16,360,1,300,0,0,0,0
0,1,10,10,337,1,0,0,0,0,11,0,11,643,385.9091,256,387,643,385.9091,256,387,0,0,11,385.9091,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,13,8.125,646,394.5625,128,518,16,0,0,0,0,1,37548,2040,1037,169,SH_ATTACK_N16_SEED123456,123456,0,0,0,5,1,656,434.9457,128,528,5,sinkhole:attack:123456,97,0,0,0,15,4,4,2.8667,1,5,6,11,0,0,16,420,1,360,0,0,0,0
0,14,139,140,333,1,0,0,0,0,77,0,77,640,387.4935,256,384,640,387.4935,256,384,0,0,19,419.4211,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,13,8.125,640,393.25,128,512,16,0,0,0,0,1,38197,2053,1040,168,SH_ATTACK_N16_SEED123456,123456,0,0,0,5,1,656,414.3178,128,528,5,sinkhole:attack:123456,98,0,0,0,15,4,4,2.8667,1,5,15,13,0,0,16,480,1,420,0,0,0,0
0,3,29,30,342,1,0,0,0,0,67,5,66,528,384.7273,128,400,528,380.8955,128,400,0,0,17,379.2941,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,13,8.125,528,362.875,128,400,16,0,0,0,0,1,38765,2095,1055,171,SH_ATTACK_N16_SEED123456,123456,0,1,0,5,1,640,378.3876,128,512,5,sinkhole:attack:123456,99,0,0,0,15,4,4,2.8667,1,5,16,12,1,0,16,540,1,480,0,0,0,0
0,0,0,0,184,1,0,0,15,30,354,0,350,65535,11910.24,256,65279,65535,11777.1073,128,65407,0,0,100,40185.35,0,0,31,11,sinkhole,0,0,0,0,attack,15,16,7,2.4667,903,687.4,338,565,15,15,15,14,1,0,27199,1316,611,88,SH_ATTACK_N16_SEED234567,234567,0,0,0,0,0,65535,1150.7705,256,65279,0,sinkhole:attack:234567,100,0,0,0,0,0,0,0.0,0,0,16,16,0,8,16,60,0,0,0,0,0,0
0,0,0,0,342,1,0,0,0,0,278,0,278,748,571.464,256,492,748,571.464,256,492,0,0,42,562.1905,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,12,7.6875,878,577.375,128,750,16,0,0,0,0,0,40168,2230,1073,170,SH_ATTACK_N16_SEED234567,234567,0,0,0,0,0,715,536.4651,256,459,0,sinkhole:attack:234567,101,0,0,0,15,4,4,2.8667,1,8,16,15,0,0,16,120,0,60,0,0,0,0
0,14,140,140,343,1,0,0,0,0,138,0,137,687,519.0292,256,431,687,516.1957,128,559,0,0,25,516.36,0,0,0,0,sinkhole,0,0,0,0,attack,0,16,13,8.125,710,499.3125,128,582,16,0,0,0,0,0,39625,2230,1072,175,SH_ATTACK_N16_SEED234567,234567,0,0,0,0,0,683,514.7132,256,427,0,sinkhole:attack:234567,102,0,0,0,15,4,4,2.8667,1,8,16,16,0,0,16,180,0,120,0,0,0,0
