run_id,condition,family,mode,binary_run_label,window_label,nodes,seed,window_start_s,window_end_s,post_activation,app_tx_delta,app_rx_delta,app_missed_delta,app_reporting_nodes,radio_tx_count,radio_bytes,radio_interfered_count,unique_radio_senders,attacker_node16_radio_tx,root_node1_radio_tx,dio_rx_count,dio_tx_count,dis_rx_count,dis_tx_count,dao_rx_count,dao_tx_count,parent_switch_count,parent_switch_to_root_count,parent_switch_to_nonroot_count,unique_parent_targets,parent_found_events,no_parent_events,significant_rank_update_count,unique_dio_senders,unique_dio_receivers,dio_rx_rank_min,dio_rx_rank_mean,dio_rx_rank_max,dio_rx_rank_range,dio_rx_nonroot_count,dio_rx_nonroot_rank_min,dio_rx_nonroot_rank_mean,dio_rx_nonroot_rank_max,dio_rx_nonroot_rank_range,dio_rx_low_rank_nonroot_count,unique_low_rank_nonroot_senders,dio_tx_rank_mean,state_nonroot_rank_min,state_nonroot_rank_mean,state_nonroot_rank_max,state_nonroot_rank_range,state_low_rank_nonroot_pairs,state_low_rank_nonroot_senders,state_receivers_exposed_low_rank_nonroot,own_state_sample_count,own_rank_min,own_rank_mean,own_rank_max,own_rank_range,own_neighbor_count_mean,own_neighbor_count_max,topology_edge_count,topology_unique_parents,topology_max_parent_fanout,topology_root_direct_children,topology_mean_depth,topology_max_depth,sinkhole_attack_enabled_events,sinkhole_advertised_rank_events,blackhole_attack_enabled_events,blackhole_drop_events,grayhole_attack_enabled_events,grayhole_drop_events,increase_rank_attack_enabled_events,increase_rank_advertised_rank_events,dis_flood_attack_enabled_events,dis_flood_sent_events,dio_suppression_attack_enabled_events,dio_suppression_events,worst_parent_attack_enabled_events,worst_parent_selection_events,wormhole_attack_enabled_events,wormhole_endpoint_radio_events,sybil_attack_enabled_events,sybil_spoofed_dio_events,sybil_sent_dio_events
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED345678,ATTACKER_RELOCATED,blackhole,attack,1,0,16,345678,120,180,0,140,140,0,14,865,30790,1337,16,337,171,8,1,0,0,0,0,0,0,0,0,0,0,0,8,1,384,398.75,414,30,8,384,398.75,414,30,0,0,256.0,384,398.75,414,30,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED345678,ATTACKER_RELOCATED,blackhole,attack,1,0,16,345678,180,240,0,80,80,0,8,838,29166,1290,16,335,167,4,1,0,0,0,0,0,0,0,0,0,0,0,4,1,128,321.75,391,263,3,384,386.3333,391,7,0,0,256.0,384,396.125,414,30,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED345678,ATTACKER_RELOCATED,blackhole,attack,1,1,16,345678,240,300,1,60,57,0,6,270,9814,512,16,85,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,384,386.4,389,5,5,384,386.4,389,5,0,0,0.0,384,386.375,391,7,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED345678,ATTACKER_RELOCATED,blackhole,attack,1,1,16,345678,300,360,1,140,10,0,14,280,9641,559,15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,384,386.375,391,7,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED345678,ATTACKER_RELOCATED,blackhole,attack,1,1,16,345678,360,420,1,0,0,0,0,258,8727,489,15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,384,386.375,391,7,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED345678,ATTACKER_RELOCATED,blackhole,attack,1,1,16,345678,420,480,1,140,0,0,14,274,10054,536,16,85,1,6,1,0,0,0,0,0,0,0,0,0,0,0,6,1,128,341.3333,384,256,5,384,384.0,384,0,0,0,256.0,384,384.0,384,0,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED345678,ATTACKER_RELOCATED,blackhole,attack,1,1,16,345678,480,540,1,50,0,0,5,257,8849,480,15,83,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,384,384.0,384,0,3,384,384.0,384,0,0,0,0.0,384,384.0,384,0,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED456789,ATTACKER_RELOCATED,blackhole,attack,1,0,16,456789,0,60,0,0,0,0,0,564,25147,1056,16,206,92,64,8,2,0,0,1,1,1,0,1,1,1,0,9,1,128,32974.2812,65535,65407,60,402,35164.0333,65535,65133,0,0,32907.0,402,434.5,454,52,0,0,0,1,307,307.0,307,0,1.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED456789,ATTACKER_RELOCATED,blackhole,attack,1,0,16,456789,60,120,0,0,0,0,0,897,32331,1573,16,349,176,13,1,0,0,0,0,0,0,0,0,0,0,0,8,1,393,413.0769,440,47,13,393,413.0769,440,47,0,0,256.0,393,409.75,429,36,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED456789,ATTACKER_RELOCATED,blackhole,attack,1,0,16,456789,120,180,0,140,140,0,14,860,30537,1458,16,337,172,9,1,0,0,0,0,0,0,0,0,0,0,0,9,1,128,366.3333,409,281,8,384,396.125,409,25,0,0,256.0,384,396.125,409,25,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
