model,family,mode,seed,window_start_s,window_label,prediction,adwin_alarm,model_reset,label_delay_windows,feature_count
river_hoeffding_tree,sinkhole,control,567890,480,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sinkhole,control,567890,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sinkhole,control,567890,60,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sinkhole,control,567890,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sinkhole,control,567890,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sinkhole,control,567890,240,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sinkhole,control,567890,300,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sinkhole,control,567890,360,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sinkhole,control,567890,420,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sinkhole,control,567890,480,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,123456,0,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,123456,60,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,123456,120,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,123456,180,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,123456,240,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,123456,300,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,123456,360,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,123456,420,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,123456,480,1,1,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,123456,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,123456,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,123456,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,123456,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,123456,240,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,123456,300,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,123456,360,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,123456,420,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,123456,480,1,1,0,0,1,57
river_hoeffding_tree,sybil,attack,123456,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,123456,60,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,123456,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,123456,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,123456,240,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,123456,300,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,123456,360,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,123456,420,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,123456,480,1,1,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,123456,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,123456,60,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,123456,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,123456,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,123456,240,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,123456,300,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,123456,360,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,123456,420,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,123456,480,1,1,0,0,1,57
river_gaussian_nb,sybil,control,123456,0,0,0,0,0,1,57
river_gaussian_nb,sybil,control,123456,60,0,0,0,0,1,57
river_gaussian_nb,sybil,control,123456,120,0,0,0,0,1,57
river_gaussian_nb,sybil,control,123456,180,0,0,0,0,1,57
river_gaussian_nb,sybil,control,123456,240,0,0,0,0,1,57
river_gaussian_nb,sybil,control,123456,300,0,0,0,0,1,57
river_gaussian_nb,sybil,control,123456,360,0,0,0,0,1,57
river_gaussian_nb,sybil,control,123456,420,0,0,0,0,1,57
river_gaussian_nb,sybil,control,123456,480,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,123456,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,123456,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,123456,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,123456,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,123456,240,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,123456,300,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,123456,360,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,123456,420,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,123456,480,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,123456,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,123456,60,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,123456,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,123456,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,123456,240,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,123456,300,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,123456,360,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,123456,420,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,123456,480,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,123456,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,123456,60,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,123456,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,123456,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,123456,240,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,123456,300,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,123456,360,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,123456,420,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,123456,480,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,234567,0,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,234567,60,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,234567,120,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,234567,180,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,234567,240,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,234567,300,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,234567,360,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,234567,420,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,234567,480,1,1,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,234567,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,234567,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,234567,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,234567,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,234567,240,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,234567,300,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,234567,360,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,234567,420,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,234567,480,1,1,0,0,1,57
river_hoeffding_tree,sybil,attack,234567,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,234567,60,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,234567,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,234567,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,234567,240,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,234567,300,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,234567,360,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,234567,420,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,234567,480,1,1,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,234567,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,234567,60,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,234567,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,234567,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,234567,240,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,234567,300,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,234567,360,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,234567,420,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,234567,480,1,1,0,0,1,57
river_gaussian_nb,sybil,control,234567,0,0,0,0,0,1,57
river_gaussian_nb,sybil,control,234567,60,0,0,0,0,1,57
river_gaussian_nb,sybil,control,234567,120,0,0,0,0,1,57
river_gaussian_nb,sybil,control,234567,180,0,0,0,0,1,57
river_gaussian_nb,sybil,control,234567,240,0,0,0,0,1,57
river_gaussian_nb,sybil,control,234567,300,0,0,0,0,1,57
river_gaussian_nb,sybil,control,234567,360,0,0,0,0,1,57
river_gaussian_nb,sybil,control,234567,420,0,0,0,0,1,57
river_gaussian_nb,sybil,control,234567,480,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,234567,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,234567,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,234567,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,234567,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,234567,240,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,234567,300,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,234567,360,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,234567,420,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,234567,480,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,234567,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,234567,60,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,234567,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,234567,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,234567,240,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,234567,300,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,234567,360,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,234567,420,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,234567,480,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,234567,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,234567,60,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,234567,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,234567,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,234567,240,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,234567,300,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,234567,360,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,234567,420,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,234567,480,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,345678,0,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,345678,60,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,345678,120,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,345678,180,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,345678,240,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,345678,300,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,345678,360,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,345678,420,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,345678,480,1,1,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,345678,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,345678,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,345678,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,345678,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,345678,240,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,345678,300,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,345678,360,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,345678,420,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,345678,480,1,1,0,0,1,57
river_hoeffding_tree,sybil,attack,345678,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,345678,60,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,345678,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,345678,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,345678,240,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,345678,300,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,345678,360,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,345678,420,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,345678,480,1,1,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,345678,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,345678,60,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,345678,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,345678,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,345678,240,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,345678,300,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,345678,360,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,345678,420,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,345678,480,1,1,0,0,1,57
river_gaussian_nb,sybil,control,345678,0,0,0,0,0,1,57
river_gaussian_nb,sybil,control,345678,60,0,0,0,0,1,57
river_gaussian_nb,sybil,control,345678,120,0,0,0,0,1,57
river_gaussian_nb,sybil,control,345678,180,0,0,0,0,1,57
river_gaussian_nb,sybil,control,345678,240,0,0,0,0,1,57
river_gaussian_nb,sybil,control,345678,300,0,0,0,0,1,57
river_gaussian_nb,sybil,control,345678,360,0,0,0,0,1,57
river_gaussian_nb,sybil,control,345678,420,0,0,0,0,1,57
river_gaussian_nb,sybil,control,345678,480,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,345678,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,345678,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,345678,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,345678,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,345678,240,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,345678,300,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,345678,360,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,345678,420,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,345678,480,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,345678,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,345678,60,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,345678,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,345678,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,345678,240,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,345678,300,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,345678,360,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,345678,420,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,345678,480,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,345678,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,345678,60,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,345678,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,345678,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,345678,240,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,345678,300,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,345678,360,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,345678,420,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,345678,480,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,456789,0,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,456789,60,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,456789,120,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,456789,180,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,456789,240,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,456789,300,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,456789,360,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,456789,420,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,456789,480,1,1,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,456789,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,456789,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,456789,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,456789,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,456789,240,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,456789,300,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,456789,360,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,456789,420,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,456789,480,1,1,0,0,1,57
river_hoeffding_tree,sybil,attack,456789,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,456789,60,0,1,0,0,1,57
river_hoeffding_tree,sybil,attack,456789,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,456789,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,456789,240,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,456789,300,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,456789,360,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,456789,420,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,456789,480,1,1,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,456789,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,456789,60,0,1,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,456789,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,456789,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,456789,240,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,456789,300,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,456789,360,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,456789,420,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,456789,480,1,1,0,0,1,57
river_gaussian_nb,sybil,control,456789,0,0,0,0,0,1,57
river_gaussian_nb,sybil,control,456789,60,0,0,0,0,1,57
river_gaussian_nb,sybil,control,456789,120,0,0,0,0,1,57
river_gaussian_nb,sybil,control,456789,180,0,0,0,0,1,57
river_gaussian_nb,sybil,control,456789,240,0,0,0,0,1,57
river_gaussian_nb,sybil,control,456789,300,0,0,0,0,1,57
river_gaussian_nb,sybil,control,456789,360,0,0,0,0,1,57
river_gaussian_nb,sybil,control,456789,420,0,0,0,0,1,57
river_gaussian_nb,sybil,control,456789,480,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,456789,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,456789,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,456789,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,456789,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,456789,240,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,456789,300,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,456789,360,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,456789,420,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,456789,480,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,456789,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,456789,60,0,1,0,0,1,57
river_hoeffding_tree,sybil,control,456789,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,456789,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,456789,240,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,456789,300,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,456789,360,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,456789,420,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,456789,480,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,456789,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,456789,60,0,1,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,456789,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,456789,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,456789,240,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,456789,300,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,456789,360,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,456789,420,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,456789,480,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,567890,0,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,567890,60,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,567890,120,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,567890,180,0,0,0,0,1,57
river_gaussian_nb,sybil,attack,567890,240,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,567890,300,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,567890,360,1,0,0,0,1,57
river_gaussian_nb,sybil,attack,567890,420,1,1,0,0,1,57
river_gaussian_nb,sybil,attack,567890,480,1,1,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,567890,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,567890,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,567890,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,567890,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,567890,240,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,567890,300,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,567890,360,1,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,567890,420,1,1,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,attack,567890,480,1,1,0,0,1,57
river_hoeffding_tree,sybil,attack,567890,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,567890,60,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,567890,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,567890,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,attack,567890,240,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,567890,300,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,567890,360,1,0,0,0,1,57
river_hoeffding_tree,sybil,attack,567890,420,1,1,0,0,1,57
river_hoeffding_tree,sybil,attack,567890,480,1,1,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,567890,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,567890,60,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,567890,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,567890,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,567890,240,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,567890,300,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,567890,360,1,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,567890,420,1,1,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,attack,567890,480,1,1,0,0,1,57
river_gaussian_nb,sybil,control,567890,0,0,0,0,0,1,57
river_gaussian_nb,sybil,control,567890,60,0,0,0,0,1,57
river_gaussian_nb,sybil,control,567890,120,0,0,0,0,1,57
river_gaussian_nb,sybil,control,567890,180,0,0,0,0,1,57
river_gaussian_nb,sybil,control,567890,240,0,0,0,0,1,57
river_gaussian_nb,sybil,control,567890,300,0,0,0,0,1,57
river_gaussian_nb,sybil,control,567890,360,0,0,0,0,1,57
river_gaussian_nb,sybil,control,567890,420,0,0,0,0,1,57
river_gaussian_nb,sybil,control,567890,480,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,567890,0,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,567890,60,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,567890,120,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,567890,180,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,567890,240,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,567890,300,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,567890,360,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,567890,420,0,0,0,0,1,57
river_gaussian_nb_adwin_reset,sybil,control,567890,480,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,567890,0,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,567890,60,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,567890,120,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,567890,180,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,567890,240,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,567890,300,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,567890,360,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,567890,420,0,0,0,0,1,57
river_hoeffding_tree,sybil,control,567890,480,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,567890,0,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,567890,60,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,567890,120,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,567890,180,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,567890,240,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,567890,300,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,567890,360,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,567890,420,0,0,0,0,1,57
river_hoeffding_tree_adwin_reset,sybil,control,567890,480,0,0,0,0,1,57
